image_id,original_caption,generated_caption
3236677456.jpg,જાંબલી ફ્રીસ્બી પછી એક ભૂરા અને કાળા રંગનો કૂતરો હવામાં ઊંચે કૂદકો મારે છે.,એક કૂતરો ફ્રીસ્બી પકડવા માટે કૂદી પડે છે.
3236892217.jpg,કાઉન્ટરની પાછળ ભૂરા વાળવાળી એક સ્ત્રી પ્લાસ્ટિકની લપેટી પકડીને ઉભી છે.,એક સ્ત્રી કાઉન્ટર પાછળ ઉભી રહીને પોતાના સેલફોન પર વાત કરી રહી છે.
3237720834.jpg,એક માણસ સ્પાઇડરમેન અને વિન્ની ધ પૂહ જેવા પાત્રોના ચહેરાવાળા ઘણા તેજસ્વી રંગના ફુગ્ગાઓ વેચી રહ્યો છે.,એક માણસ અને એક નાનો છોકરો રંગબેરંગી ફુગ્ગાઓ પકડીને બેઠા છે.
3237760601.jpg,એક સ્કીઅર બરફથી ઢંકાયેલા પર્વત ઢોળાવ પર ખૂબ ઊંચાઈએ જાય છે.,એક સ્કીઅર હવામાં ઉડે છે.
3237799755.jpg,"લાલ, કાળા અને સફેદ પોશાક પહેરેલા ઘણા લોકોના પ્રદર્શનને જોઈ રહેલી મોટી ભીડ વચ્ચે ગુલાબી શર્ટ પહેરેલી નાની છોકરી પાછળ ફરી રહી છે.",લાલ શર્ટ પહેરેલી એક નાની છોકરી ભીડ સામે ઉભી છે.
3238044322.jpg,એક વ્યક્તિ બોલિંગ પિનને ફટકારવાનો પ્રયાસ કરતી વખતે બોલિંગ બોલ ફેરવવા જઈ રહ્યો છે.,બોલિંગ કરતી વખતે એક માણસ બોલિંગ કરી રહ્યો છે.
3238127070.jpg,"બે કૂતરા એક માણસનો પીછો કરે છે જે તેની પીઠ પર બેગ લઈને રસ્તાની જમણી બાજુએ સાયકલ ચલાવી રહ્યો છે, જ્યારે બે રાહદારીઓ રસ્તાની બીજી બાજુએ ચાલી રહ્યા છે.",એક માણસ અને તેનો કૂતરો રસ્તા પર ચાલી રહ્યા છે.
3238314499.jpg,કેમેરા કમરના સ્તરથી બે લોકોને એકબીજા સાથે વાતચીત કરતા જુએ છે - તેઓ બંને ચશ્મા પહેરે છે અને જમણી બાજુનો માણસ બોટલ પકડીને બેઠો છે.,બે માણસો બીયર પી રહ્યા છે.
3238654429.jpg,એક વ્યક્તિ સ્નોબોર્ડ પર હવામાં ઉડાન ભરી રહ્યો છે અને પવન થોડો બરફ ઉપાડી રહ્યો છે.,એક સ્નોબોર્ડર હવામાં ઉડે છે.
323875672.jpg,"એક યુવતી બીજી સ્ત્રી સાથે વાત કરતી વખતે વોકમાં ભોજન રાંધી રહી છે, અને શ્રી ટી.નું એક પ્રકાશિત મંદિર જોઈ રહ્યું છે.",રસોડામાં બે સ્ત્રીઓ રસોઈ બનાવી રહી છે.
3238951136.jpg,લાલ જૂતા અને લાલ અને સફેદ પ્રિન્ટ શોર્ટ્સ પહેરેલો માણસ પાણીની નજીક ખડકો સામે પોઝ આપતો.,લાલ ચડ્ડી પહેરેલો એક માણસ ખડક પર ઊભો છે.
3239021459.jpg,તે યુવાન તેના લીલા સ્નોબોર્ડ પર હવામાં ઉડી રહ્યો છે.,બે લોકો બરફીલા ટેકરી પરથી નીચે ઉતરી રહ્યા છે.
3239142107.jpg,"વાદળી જીન્સ અને પીચ શર્ટ પહેરેલો એક પુરુષ લાંબા રાખોડી વાળ, લાલ સ્કર્ટ અને ભૂરા રંગનો શર્ટ ધરાવતી સ્ત્રી સાથે દલીલ કરી રહ્યો છે.",એક પુરુષ અને સ્ત્રી એકબીજાની બાજુમાં ઉભા છે.
3239260246.jpg,બે સ્ત્રીઓ એક રૂમમાં ઉભી છે જ્યાં અન્ય લોકો ટેબલ અને ડેસ્ક પર બેઠા છે.,ટેબલની આસપાસ બેઠેલા લોકોનું એક જૂથ.
3239280931.jpg,બે લોકો ખાડો ખોદવા માટે સાધનોનો ઉપયોગ કરી રહ્યા છે જ્યારે કાઉબોય ટોપી પહેરેલો એક વ્યક્તિ જોઈ રહ્યો છે.,"બે માણસો, એક વાદળી શર્ટ પહેરેલો અને બીજો વાદળી શર્ટ પહેરેલો, જમીન પર કામ કરી રહ્યા છે."
3239480519.jpg,બરફીલા મેદાનમાં મોંમાં લાકડી લઈને દોડતો રમતિયાળ કૂતરો.,એક કાળો અને સફેદ કૂતરો બરફમાં દોડી રહ્યો છે.
3239709584.jpg,સફેદ ટી-શર્ટ પહેરેલો એક માણસ ચાંદીનું હેલ્મેટ પહેરીને એક વ્યસ્ત શેરીમાં પીળી મોટરબાઈક ચલાવી રહ્યો છે.,સફેદ શર્ટ પહેરેલો એક માણસ મોટરસાઇકલ ચલાવી રહ્યો છે.
3239795548.jpg,"લીલા રંગનું જેકેટ અને હૃદયથી શણગારેલું માથું ઓઢેલું એક મહિલા, ઠંડીમાં બહાર ઉભી છે અને પૃષ્ઠભૂમિમાં રંગાયેલી ઇમારત દેખાય છે.",લીલા રંગના પોશાક પહેરેલી એક સ્ત્રી બહાર ઉભી છે.
3239866450.jpg,"રાત્રિના સમયે કૂદકો માર્યા પછી, એક સ્કીઅર ખુલ્લા ઝાડ પરથી ઉડી રહ્યો છે.",એક સ્નોબોર્ડર હવામાં ઉડે છે.
